Features,Label,Predicted_Label
"Mass of the one atom of the element \( X \)
is \( 1.66 \times 10^{-26} \) g. Number of atoms in 1
g of the element is:
A \( \cdot 1.66 \times 10^{-26} \)
B . \( 1.66 \times 10^{25} \)
c. \( 1.66 \times 10^{-24} x N o \)
D. \( 6.024 \times 10^{25} \)",,2.0
"When the values of inductance and
capacitance in an \( L-C \) circuit are
\( 0.5 H \) and \( 8 \mu F \) respectively then
current in the circuit is maximum. The
angular frequency of alternating e.m.f. applied in the circuit will be
A \( .5 \times 10^{3} \) Radian/sec
B. 50 Radian/sec
c. \( 5 \times 10^{2} \) Radian/sec
D. 5 Radian/sec",,4.0
"Epiphysis cerebri and hypophysis are found attached with
A. Forebrain
B. Midbrain
c. Hindbrain
D. None of the above",,1.0
"Malleolus is a
A. Prominence between metacarpal and proximal phalanges.
B. Knee prominence.
C. Prominence of femur
D. Prominence at end of tibia and fibula.",,4.0
"The flux linked with a coil of any instant
\( t \) is given by \( \phi=t^{2}-5 t+25 . \) The
induced emf \( \operatorname{at} t=4 s \) is?
A \( .2 v \)
B. \( -3 v \)
c. \( 4 v \)
D. - \( 4 v \)",,4.0
"Choose the correct option for following
statement.

Subtraction of rational numbers is not
commutative.
A. True
B. False
c. Cannot be determined
D. None of these",,3.0
"The e.m.f. of the cell \begin{tabular}{l|c||c|c}
\( \boldsymbol{P t} \boldsymbol{H}_{2} \) & \( \boldsymbol{H O C N} \) & \( \boldsymbol{A} \boldsymbol{g}^{+} \) \\
\( \boldsymbol{1} \boldsymbol{a} \boldsymbol{t m} \) & \( \boldsymbol{1} . \boldsymbol{3} \times \mathbf{1 0}^{-\boldsymbol{3}} \boldsymbol{M} \) & \( \boldsymbol{0 . 8} \boldsymbol{M} \)
\end{tabular} \mid \( \boldsymbol{A} \boldsymbol{g}(s) \) is
\( 0.982 \mathrm{V} . \) The \( \mathrm{K}_{a} \) for HOCN is :
\( \boldsymbol{A} \boldsymbol{g}^{+}+\boldsymbol{e} \rightarrow \boldsymbol{A} \boldsymbol{g}(\boldsymbol{s}) ; \boldsymbol{E}^{o}=\mathbf{0 . 8 0} \boldsymbol{V} \)
A. \( 3.33 \times 10^{-4} \)
B . \( 2.22 \times 10^{-4} \)
c. \( 4.44 \times 10^{-4} \)
D. \( 1.6 \times 10^{-3} \)",,2.0
Calculate the no of moles present in \( 2.044 \times 10^{23} \) number of Helium gas?,,2.0
"In the following, the coordinates of the three vertices of a rectangle \( A B C D \) are given. By plotting the given points; find, the coordinates of the fourth vertex:
\( A(-4,-6), C(6,0) \) and \( D(-4,0) \)
Claim: The co-ordinates of the fourth
vertex are \( (x,-6) \)
Find \( \boldsymbol{x} \)",,3.0
"A body of mass \( 2 k g \) slides down a plane
inclined at an angle of \( 30^{\circ} \) with horizontal. The co-efficient of friction between the body and the plane is \( \sqrt{\frac{3}{2}} \) What force must be applied on the body so that it moves down without
acceleration?
A. \( 11 N \)
в. \( 14.7 \sqrt{2} N \)
c. zero
D. None of these",,4.0
"When required the following logarithms may be used. \( \log 2=.3010300, \log 3=.4771213 \)
\( \log 7=.8450980, \log 11=1.0413927 \)
In how many years will a sum of money double itself at 5 per cent. compound interest?",,3.0
"In Youngs double slit experiment, the
slits are \( 2 m m \) apart and are
¡IIluminated with a mixture of two
wavelengths \( \lambda=12000 A^{\circ} \) and \( \lambda= \)
\( 10000 A^{\circ} . \) At what minimum distance
from the common central bright fringe
on a screen \( 2 m \) from the slits will a
bright fringe from one interference
coincide with a bright fringe from the other?
A. \( 3.2 \mathrm{mm} \)
B. \( 6.0 \mathrm{mm} \)
c. \( 7.2 \mathrm{mm} \)
D. \( 9.2 \mathrm{mm} \)",,4.0
"The period of a simple pendulum inside a satellite orbiting earth is
A . zero
B. \( \infty \)
c. can be any integer
D. cant say",,4.0
"The correct order of decreasing polarity
¡s:
\( \mathbf{A} \cdot H F>S O_{2}>H_{2} O>N H_{3} \)
B \( \cdot H F>H_{2} O>S O_{2}>N H_{3} \)
\( \mathbf{C} \cdot H F>N H_{3}>S O_{2}>H_{2} O>H F \)
D. none of the above",,2.0
"\( A=(2,3,0) \) and \( B=(2,1,2) \) are two
points. If the points \( P, Q \) are on the line
\( A B \) such that \( A P=P Q=Q B, \) then
\( \boldsymbol{P Q}= \)
\( A \cdot 2 \sqrt{2} \)
B. \( 6 \sqrt{2} \)
\( c \cdot \sqrt{\frac{8}{9}} \)
D. \( \sqrt{2} \)",,3.0
"Name a physical quantity that remains constant in a uniform circular motion.
A. Velocity
B. Acceleration
c. Momentum
D. Angular speed",,4.0
"A, \( B, C \) are three elements with atomic
numbers, Z-1, Z and Z+1 respectively. B is an inert gas. Identify the elements having same valence shell.
\( A \cdot A, B \)
B. В, с
c. \( A, C \)
D. A, B, C",,2.0
"The displacement \( (x) \) of a particle
starting from rest is given by \( \boldsymbol{x}=\mathbf{6} \boldsymbol{t}^{2}- \)
\( t^{3} . \) The time at which the particle will
attain zero velocity again is
A . 2
B. 4
\( c .6 \)
D.",,4.0
"It is easier to roll a barrel full of coal tar
than to pull it because
A. the full weight of the barrel comes into play when it is pulledd
B. the rolling friction is much less than the sliding friction
c. more surface area of the barrel is in contact with the road when it is pulled
D. coal tar is a liquid and it flows in the barrel when it is rolled",,4.0
"In five kingdom classification, Euglena is placed in
A. Monera
B. Protista
c. Fungi
D. Animalia",,1.0
"The moles of oxygen and carbondioxide involved in glycolysis are respectively:
A .4,6
в. 4,4
c. 6,6
D. 8,6",,1.0
Evaluate the following limits. \( \lim _{x \rightarrow 1} \frac{x^{2}+1}{x+1} \),,3.0
"Soft soap are made with potassium,
rather than sodium salts.
If true enter 1 ,if false enter 0
\( A \)",,2.0
"What do you understand by the term
latent heat?",,4.0
"The flux used in the extraction of iron
from haematite in blast furnace, is:
A. limestone
B. silica
\( c \cdot \) coke
D. quartz",,2.0
"Express as kilometre (km) using decimals:
\( \mathbf{5 5} \boldsymbol{m} \)",,3.0
Evaluate the definite integral \( \int_{0}^{1} \frac{\boldsymbol{d} \boldsymbol{x}}{\sqrt{1-\boldsymbol{x}^{2}}} \),,3.0
"How can a convex lens behave like a
diverging lens.",,4.0
"The lowest value of paramagnetism is shown by?
\( \mathbf{A} \cdot\left[\operatorname{Co(CN)}_{6}\right]^{3} \)
B . \( \left[F e(C N)_{6}\right]^{3-} \)
c. \( \left[C r(C N)_{6}\right]^{3-} \)
D. \( \left[M n(C N)_{6}\right]^{3} \)",,3.0
"Each codon consists of how many nitrogen bases?
A. four
B. twenty
c. three
D. sixty four",,1.0
"A tunnel is dug along a diameter of earth. The force on a particle of mass \( \boldsymbol{m} \)
and distance \( x \) from the centre in this
tunnel will be :
A \( \cdot \frac{G M_{e} m}{R^{3} x} \)
в. \( \frac{G M_{e} m R^{3}}{x} \)
c. \( \frac{G M_{e} m x}{R^{2}} \)
D. \( \frac{G M_{e} m x}{R^{3}} \)",,4.0
"\( \boldsymbol{S}=\boldsymbol{3}^{10}+\boldsymbol{3}^{9}+\frac{3^{9}}{4}+\frac{3^{7}}{2}+\frac{5.3^{6}}{16}+\frac{3^{2}}{16}+ \)
\( \frac{7.3^{4}}{64}+\ldots \ldots \ldots \) upto infinite terms, then
\( \left(\frac{25}{36}\right) S \) equal to
A \( \cdot 6^{\text {? }} \)
B. \( 3^{10} \)
\( c \cdot 3^{1} \)
D. \( 2.3^{10} \)",,3.0
"For the reaction between \( M n O_{4}^{-} \) and
\( C_{2} O_{4}^{-} \) in basic solution, the unbalanced
equation is \( M n O_{4}^{-}+C_{2} O_{4}^{2-} \longrightarrow M n O_{2}(s)+ \)
\( \boldsymbol{C O}_{3}^{2-} \)
In a balanced equation, the number of
\( O H^{-} \) ions is :
\( A \cdot 0 \)
B. 4 on the right
c. 4 on the left
D. 2 on the left",,2.0
"Find a vector in which two of the three
direction angles are \( \boldsymbol{\alpha}=\mathbf{7} \mathbf{5}^{\boldsymbol{o}} \) and \( \boldsymbol{\beta}= \)
\( \mathbf{5 5}^{\circ} \)
\( \mathbf{A} \cdot v=\cos 55^{o} \hat{i}+\cos 75^{\circ} \hat{j}+\cos 39^{o} \hat{k} \)
B . \( v=\cos 75^{\circ} \hat{i}+\cos 55^{\circ} \hat{j}+\cos 39^{\circ} \hat{k} \)
c. \( v=\cos 55^{\circ} \hat{\imath}+\cos 39^{\circ} \hat{\jmath}+\cos 75^{\circ} \hat{k} \)
D . \( v=\cos 75^{\circ} \hat{i}+\cos 39^{\circ} \hat{j}+\cos 55^{\circ} \hat{k} \)",,3.0
"topp
Q Type your question
A.
3
\( c \)
\( D \)",,2.0
"Find the principal value of:
\( \sin ^{-1}\left(\frac{\sqrt{\mathbf{3}}+1}{2 \sqrt{2}}\right) \)",,3.0
"Assertion
The extent to which a dissolved
substance can act as an acid or base
depends largely on the solvent.
Reason
The solute only shows acidicproperties if its proton donating ability exceed that of the solvent
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Assertion is incorrect but Reason is correct",,2.0
"The radii of two cylinders are in the ratio
2: 3 and their heights are in the ratio
\( 5: 3 . \) then what is the ratio of their
volumes?
A . 10: 17
B . 20: 27
c. 10: 27
D. 20: 37",,4.0
"\( \int \frac{x}{1+\cos x} d x= \)
\( \mathbf{A} \cdot x \tan \frac{x}{2}-2 \log |\sec x / 2|+c \)
B. \( -x \tan x / 2-\frac{1}{2} \log |\sec x / 2|+c \)
c. \( _{x \tan x / 2+\frac{1}{2} \log |\sec x / 2|+c} \)
D. \( x \cot x / 2-\frac{1}{2} \log |\csc x / 2|+c \)",,3.0
"Aeroplanes are streamlined to reduce:
A. fluid friction
B. sliding friction.
c. kinetic friction
D. limiting friction.",,4.0
"A material has Poisson's ratio \( 0.2 . \) If a
uniform rod of its suffers longitudinal
strain \( 4.0 \times 10^{-3}, \) calculate the
percentage change in its volume.
A . \( 0.15 \% \)
B . \( 0.02 \% \)
c. \( 0.24 \% \)
D. 0.48\%",,4.0
"Let \( n_{p} \) and \( n_{e} \) be the number of holes
and conduction electrons in an
extrinsic semiconductor. Then
A \( \cdot n_{p}>n_{e} \)
в. \( n_{p}=n_{e} \)
c. \( n_{p}<n_{e} \)
D \( \cdot n_{p} \neq n_{e} \)",,2.0
"The action of bromine water(excess) on
salicylic acid results in the formation
of.
\( A \)
B.
\( c \)
\( D \)",,2.0
"The number of times a person breathes in a minute is called as
A. Inhalation
B. Respiratory rate
c. Breathing
D. Breathing rate",,1.0
"Mixotrophic nutrition is exhibited by the kingdom
A. Monera
B. Protista
c. Animalia
D. None of the above",,1.0
"Maximum number of chambers-13 are
found in heart of
A. cockroach
B. Frog
c. Human
D. Fish",,1.0
"When chlorine water is exposed to
sunlight \( O_{2} \) is liberated. Hence :
A. hydrogen has little affinity to \( O_{2} \)
B. hydrogen has more affinity to \( O_{2} \)
c. hydrogen has more affinity to chlorine
D. it is a reducing agent",,2.0
"If \( \boldsymbol{A}=\{\mathbf{1}, \mathbf{2}, \mathbf{3}\}, \boldsymbol{B}=\{\mathbf{1}, \mathbf{4}, \mathbf{6}, \mathbf{9}\} \) and \( \mathbf{R} \) is
a relation from \( A \) to \( B \) defined by \( ' x \) is
greater than \( y \) '. The range of R is
A \( \cdot\{1,4,6,9\} \)
в. \{4,6,9\}
c. \{1\}
D. \{4,6\}",,3.0
"Infinite long wire having linear charge density \( 0.2 \mathrm{C} / \mathrm{m} \). find electric intensity at a distance \( 2 \mathrm{m} \) from wire?
A \( \cdot 1.8 \times 10^{9} \mathrm{V} / \mathrm{m} \)
B. \( 0.9 \times 10^{9} \mathrm{V} / \mathrm{m} \)
c. \( 2.7 \times 10^{9} \vee / \) m
D. 0.3x10^ \( v / m \)",,4.0
"An automobile, travelling at \( 40 \mathrm{km} / \mathrm{h} \) Can be stopped at a distance of \( 40 \mathrm{m} \) by applying brakes. If the same automobile is travelling at \( 120 \mathrm{km} / \mathrm{h} \), the minimum stopping distance in meter, is(assume no skidding)
\( \mathbf{A} \cdot 270 \mathrm{m} \)
B. \( 160 \mathrm{m} \)
c. \( 100 \mathrm{m} \)
D. 360m",,4.0
"The diagram below shows a part of the
skelecton of the periodic table in which
elements are indicated by letters which
are not their usual symbols.

Which one of the following statement is
correct?
A. The greatest ionic character of compounds formed by reaction of pairs of the listed elements would be
exhibited by the compounds with the formula \( M_{2} \)
B. The \( J^{2+} \) ion is colored and has an electronic
configuration of \( 1 s^{2}, 2 s^{2}, 2 p^{6}, 3 s^{2}, 3 p^{6}, 3 d^{7} \)
C. Element \( R \) is a gas at room temperature
D. Element T is an inert gas with an electronic configuration \( 1 s^{2}, 2 s^{2}, 2 p^{6}, 3 s^{2}, 3 p^{6}, 3 d^{10}, 4 s^{2}, 4 p^{6} \)",,2.0
"An electric dipole is placed at the centre
of a sphere. Mark the correct options:
A. The electric field is zero at every point of the sphere
B. The flux of the electric field through the sphere is nonzero
c. The electric field is zero on a circle on the sphere
D. The electric field is not zero anywhere on the sphere",,4.0
"Explain how Corpuscular theory predicts the speed of light in a medium,
say, water, to be greater than the speed of light in vacuum. Is the prediction confirmed by experimental determination of the speed of light in water? If not, which alternative picture of light is consistent with experiment?",,4.0
"The incorrect statement about the
above reaction is:

Product
A. the name of reaction is Reimer Tiemann's reaction
B. the intermediate in the reaction is dichloro carbene
c. the final product is o-hydroxy benzaldehyde
D. the final product is benzyl chloride",,2.0
"If \( \cos ^{-1}\left(\frac{x^{2}-y^{2}}{x^{2}+y^{2}}\right)=\tan ^{-1} a, \) prove
that \( \frac{d y}{d x}=\frac{y}{x} \)",,3.0
"' toppr 5
\( Q \) туре
Provide the structure form as it exists
in the intestine
\( x \)
\( x \)
\( c \)",,1.0
"Which of the following(s) is/are correct
statements?
This question has multiple correct options
A. Hardy Schulz rule is related to coagulation
B. Brownian movement and Tyndall effect are shown by colloids
c. When liquid is dispersed in liquid, it is called gel.
D. Gold number is a measure of protective power of lyophillic colloid",,2.0
"Write Faraday's laws of electromagnetic
induction and obtain an expression of induced e.m.f.",,4.0
"Sheet erosion is caused by
A. Sea
B. wind
c. Heavy rains
D. Glaciers",,1.0
How primary amine is prepared by Hoffmann bromamide degradation reaction? Write equation.,,2.0
"A beam of light consisting of red, green and blue colors is incident on a rightangled prism. The refractive indices of the material of the prism for the above red, green, and blue wavelengths are \( 1.39,1.44, \) and \( 1.47, \) respectively. The prism will
A. separate part of the red color from the green and blue color
B. separate part of the blue color from the red and green color
c. separate all the three colors from one another
D. not separate even partially any color from the other two colors",,4.0
"Number of atoms in 12 gm of \( _{6}^{12} C \) are:
A. 6
B. 12
c. \( 6.02 \times 10^{23} \)
D. \( 6 \times 6.02 \times 10^{23} \)",,2.0
"The black shapes in the figure are closed surfaces. The electric field lines
are in red. For which case the net flux through the surfaces is non-zero?
(b)
\( (c) \)
A. In all cases net flux is non-zero
B. Only (c) and (d)
c. only (a) and (b)
D. only (b), (c) and (d)",,4.0
"Action of vaginal diaphragm is
A. Spermicidal
B. To prevent the sperm to come in contact with ova
C. To prevent the ova to come in the uterus.
D. Anti-implantational.",,4.0
"The potential energy of a system
increases if work is done:
A. Upon the system by a non conservative force
B. By the system against a conservative force
C. By the system against a non conservative force
D. Upon the system by a conservative force",,4.0
"Calculate the neutron separation energy from the following data. \( \boldsymbol{m}\left(_{20}^{40} \boldsymbol{C a}\right)=\mathbf{3 9 . 9 6 2 5 9 1} \boldsymbol{u} \)
\( \boldsymbol{m}\left(_{20}^{41} \boldsymbol{C a}\right)=\mathbf{4 0 . 9 6 2 2 7 8} \boldsymbol{u} \)
\( \boldsymbol{m}_{n}=\mathbf{1 . 0 0 8 6 5} \)
\( \mathbf{1} \boldsymbol{u}=\mathbf{9 3 1 . 5} \boldsymbol{M} e \boldsymbol{V} / \boldsymbol{C}^{2} \)
\( \mathbf{A} \cdot 7.57 M e V \)
В. \( 8.36 \mathrm{MeV} \)
c. 9.12 MeV
D. 9.56 MeV",,3.0
Show that \( y=\frac{1}{x} \) is a solution of the differential equation \( \frac{d y}{d x}=\log x \),,3.0
"Water obtained from which of the
following sources is a good conductor of electricity?
A . Tap
B. Ponds
c. wells
D. All of the above",,2.0
"What is the shape of the equipotential surface for the line charge?
A. Sphere
B. Cylinder
c. It will depend upon the type of charge
D. can't say",,4.0
"If one root of \( x^{2}-x-k=0 \) is square of
the other, then \( k= \)
A \( .2 \pm \sqrt{5} \)
B . \( 2 \pm \sqrt{3} \)
\( c \cdot 3 \pm \sqrt{2} \)
D. \( 5 \pm \sqrt{2} \)",,3.0
"A boy throws a ball of mass \( 0.5 \mathrm{kg} \) upwards with an initial speed of \( 14 \mathrm{m} / \mathrm{s} \) The ball reaches a maximum height of
8m. The amount of energy dissipated by air drag acting on the ball during the ascent is
A . 4.9
B. 9.8
c. 0 J
D. 13.8 J",,4.0
"The volume of gases evolved at \( S T P \) by
passing \( 0.1 A \) of current for \( 965 g \) through an aqueous solution of
potassium acetate:
A . \( 22.4 m L \)
в. \( 11.2 m L \)
\( c .89 .6 m L \)
D. \( 44.8 \mathrm{mL} \)",,2.0
"If a polynomial \( f(x)=4 x^{4}-a x^{3}+ \)
\( b x^{2}-c x+5,(a, b, c \in R) \) has four
positive real zeros \( r_{1}, r_{2}, r_{3}, r_{4} \) such that \( \frac{r_{1}}{2}+\frac{r_{2}}{4}+\frac{r_{3}}{5}+\frac{r_{4}}{8}=1, \) then value of \( a \)
is
A . 20
B. 21
c. 19
D. 22",,4.0
"\( \ln a G P \) the \( 3^{r d} \) term is 24 and the \( 6^{t h} \)
term is \( 192 . \) Find the \( 10^{t h} \) term.",,3.0
"is a transparent liquid that is highly flammable.
A. Uranium
B. Methane
c. Ethane
D. Acetone",,2.0
"The significance of leaching in the extraction of aluminium is:
A . it helps to remove the impurities like \( \operatorname{Si} \mathrm{O}_{2}, \mathrm{Fe}_{2} \mathrm{O}_{3} \), etco from the bauxite ore
B. it converts the ore into oxide
c. it reduces melting point of the ore
D. it eliminates water from bauxite",,2.0
"\( (-1)^{11} \) value is
\( A \cdot+1 \)
B.
\( c \cdot-1 \)
D. none of these",,3.0
"The process of burning wood in limited supply of oxygen to obtain charcoal as a resultant product is called:
A. Destructive distillation
B. Simple distillation
c. Fractional distillation
D. Azeotropic distillation",,2.0
"What should a piano tuner do to correct the sound of a string that is flat, that is, it plays at a lower pitch than it should?
A. Tighten the string to make the fundamental frequency higher
B. Tighten the string to make the fundamental frequency lower
c. Loosen the string to make the fundamental frequency higher
D. Loosen the string to make the fundamental frequency lower
E. Find a harmonic closer to the desired pitch",,4.0
"Sphagnum is used as packing material for transporting living plants because of its
A. Acidic nature it does not undergo decay
B. Creeping capacity
c. water absorbing capacity
D. Both A and C",,1.0
"The term ecosystem was coined by
A. Warming
B. Odum
c. tansley
D. Haeckel",,1.0
"Equal masses of \( \mathrm{N}_{2} \) and \( \mathrm{O}_{2} \) gases are filled in vessels \( A \) and \( B \). The volume of
vessel B is double of A. The ratio of
pressure in vessel \( A \) and \( B \) will be
A . 16: 7
B. 16: 14
c. 32: 7
D. 32 : 28",,4.0
"What is the action of hot concentrated
nitric acid on carbon?",,2.0
"In a hostel of 50 girls, there are food provisions for 40 days. If 30 more girls join the hostel, how long will these provisions last ? (in days)",,3.0
"For how many hours did the maximum
number of students watch TV?
A \( .7-8 \)
B . \( 8-9 \)
\( \mathbf{c} \cdot 4-5 \)
D. \( 9-10 \)",,3.0
"Which of the following lacks proteins?
A. Pancreatic juice
B. Saliva
c. Bile
D. Intestinal juice",,2.0
"If the \( n^{t h} \) term of an A.P. is \( (2 n+1), \) find
the sum of first \( n \) terms of the A.P.",,3.0
